id_evento,numero_caso,cliente_id,etapa_id,canal_id,tipo_verificacion,estado_documentacion,aml_risk_score,fecha_inicio,fecha_fin,tiempo_horas,estado_evento,risk_id,fecha_id,risk_score
589,148,148,1,1,Manual,Complete,false,2027-08-04 00:00:00.000,2027-08-04 17:00:00.000,17.00,Approved,1,20260420,24
590,148,148,2,1,Manual,Complete,false,2027-08-04 05:00:00.000,2027-08-05 03:00:00.000,22.00,Approved,1,20260420,1
591,148,148,4,1,Manual,Complete,false,2027-08-04 15:00:00.000,2027-08-05 11:00:00.000,20.00,Approved,1,20260420,1
592,148,148,6,1,Manual,Complete,false,2027-08-04 23:00:00.000,2027-09-04 17:00:00.000,738.00,Approved,3,20260420,65
112,28,28,4,2,Manual,Complete,false,2027-08-04 05:30:00.000,2027-08-04 18:30:00.000,13.00,Approved,2,20260420,30
111,28,28,3,2,Manual,Complete,false,2027-08-04 03:30:00.000,2027-08-04 17:30:00.000,14.00,Approved,1,20260420,17
110,28,28,2,2,Manual,Complete,false,2027-08-04 00:30:00.000,2027-08-04 15:30:00.000,15.00,Approved,2,20260420,48
109,28,28,1,2,Manual,Complete,false,2027-08-04 00:00:00.000,2027-08-04 12:30:00.000,12.50,Approved,1,20260420,5
416,104,104,4,2,Manual,Complete,false,2027-08-02 05:30:00.000,2027-08-02 18:30:00.000,13.00,Approved,1,20260220,18
415,104,104,3,2,Manual,Complete,false,2027-08-02 03:30:00.000,2027-08-02 17:30:00.000,14.00,Approved,1,20260220,11
414,104,104,2,2,Manual,Complete,false,2027-08-02 00:30:00.000,2027-08-02 15:30:00.000,15.00,Approved,3,20260220,71
413,104,104,1,2,Manual,Complete,false,2027-08-02 00:00:00.000,2027-08-02 12:30:00.000,12.50,Approved,1,20260220,3
124,31,31,6,1,Manual,Complete,false,2027-09-01 23:00:00.000,2027-10-01 17:00:00.000,714.00,Approved,1,20260121,12
123,31,31,4,1,Manual,Complete,false,2027-09-01 15:00:00.000,2027-09-02 11:00:00.000,20.00,Approved,1,20260121,19
122,31,31,2,1,Manual,Complete,false,2027-09-01 05:00:00.000,2027-09-02 03:00:00.000,22.00,Approved,1,20260121,13
253,64,64,1,3,Manual,Complete,false,2027-09-04 00:00:00.000,2027-09-04 17:00:00.000,17.00,Approved,1,20260421,6
549,138,138,1,1,Manual,Complete,false,2027-09-06 00:00:00.000,2027-09-06 17:00:00.000,17.00,Approved,3,20260621,66
551,138,138,4,1,Manual,Complete,false,2027-09-06 15:00:00.000,2027-09-07 11:00:00.000,20.00,Approved,2,20260621,35
550,138,138,2,1,Manual,Complete,false,2027-09-06 05:00:00.000,2027-09-07 03:00:00.000,22.00,Approved,1,20260621,23
121,31,31,1,1,Manual,Complete,false,2027-09-01 00:00:00.000,2027-09-01 17:00:00.000,17.00,Approved,1,20260121,19
256,64,64,6,3,Manual,Complete,false,2027-09-04 23:00:00.000,2027-10-04 17:00:00.000,714.00,Approved,2,20260421,48
255,64,64,4,3,Manual,Complete,false,2027-09-04 15:00:00.000,2027-09-05 11:00:00.000,20.00,Approved,1,20260421,14
254,64,64,2,3,Manual,Complete,false,2027-09-04 05:00:00.000,2027-09-05 03:00:00.000,22.00,Approved,1,20260421,12
552,138,138,6,1,Manual,Complete,false,2027-09-06 23:00:00.000,2027-10-06 17:00:00.000,714.00,Approved,1,20260621,10
59,15,15,3,2,Manual,Complete,false,2027-10-03 03:30:00.000,2027-10-03 17:30:00.000,14.00,Approved,1,20260322,12
57,15,15,1,2,Manual,Complete,false,2027-10-03 00:00:00.000,2027-10-03 12:30:00.000,12.50,Approved,1,20260322,21
240,60,60,6,3,Manual,Complete,false,2027-10-06 23:00:00.000,2027-11-06 17:00:00.000,738.00,Approved,1,20260622,14
239,60,60,4,3,Manual,Complete,false,2027-10-06 15:00:00.000,2027-10-07 11:00:00.000,20.00,Approved,1,20260622,21
60,15,15,4,2,Manual,Complete,false,2027-10-03 05:30:00.000,2027-10-03 18:30:00.000,13.00,Approved,1,20260322,17
58,15,15,2,2,Manual,Complete,false,2027-10-03 00:30:00.000,2027-10-03 15:30:00.000,15.00,Approved,1,20260322,17
473,119,119,1,1,Manual,Complete,false,2027-10-05 00:00:00.000,2027-10-05 17:00:00.000,17.00,Approved,1,20260522,20
474,119,119,2,1,Manual,Complete,false,2027-10-05 05:00:00.000,2027-10-06 03:00:00.000,22.00,Approved,1,20260522,14
475,119,119,4,1,Manual,Complete,false,2027-10-05 15:00:00.000,2027-10-06 11:00:00.000,20.00,Approved,2,20260522,40
948,237,237,6,3,Manual,Incomplete,false,2027-10-03 23:00:00.000,2027-11-03 17:00:00.000,738.00,Approved,1,20260322,23
946,237,237,2,3,Manual,Incomplete,false,2027-10-03 05:00:00.000,2027-10-04 03:00:00.000,22.00,Approved,1,20260322,22
476,119,119,6,1,Manual,Complete,false,2027-10-05 23:00:00.000,2027-11-05 17:00:00.000,738.00,Approved,1,20260522,8
238,60,60,2,3,Manual,Complete,false,2027-10-06 05:00:00.000,2027-10-07 03:00:00.000,22.00,Approved,1,20260622,22
237,60,60,1,3,Manual,Complete,false,2027-10-06 00:00:00.000,2027-10-06 17:00:00.000,17.00,Approved,1,20260622,14
947,237,237,4,3,Manual,Expired,false,2027-10-03 15:00:00.000,2027-10-04 11:00:00.000,20.00,Rejected,2,20260322,33
945,237,237,1,3,Manual,Incomplete,false,2027-10-03 00:00:00.000,2027-10-03 17:00:00.000,17.00,Approved,1,20260322,2
359,90,90,4,3,Manual,Complete,false,2027-11-06 15:00:00.000,2027-11-07 11:00:00.000,20.00,Approved,1,20260623,0
357,90,90,1,3,Manual,Complete,false,2027-11-06 00:00:00.000,2027-11-06 17:00:00.000,17.00,Approved,1,20260623,10
360,90,90,6,3,Manual,Complete,false,2027-11-06 23:00:00.000,2027-12-06 17:00:00.000,714.00,Rejected,3,20260623,58
1196,299,299,6,1,Manual,Complete,false,2027-11-05 23:00:00.000,2027-12-05 17:00:00.000,714.00,Approved,1,20260523,24
358,90,90,2,3,Manual,Complete,false,2027-11-06 05:00:00.000,2027-11-07 03:00:00.000,22.00,Approved,1,20260623,3
1195,299,299,4,1,Manual,Complete,false,2027-11-05 15:00:00.000,2027-11-06 11:00:00.000,20.00,Approved,1,20260523,17
1194,299,299,2,1,Manual,Complete,false,2027-11-05 05:00:00.000,2027-11-06 03:00:00.000,22.00,Approved,1,20260523,12
1193,299,299,1,1,Manual,Complete,false,2027-11-05 00:00:00.000,2027-11-05 17:00:00.000,17.00,Approved,1,20260523,7
246,62,62,2,2,Manual,Complete,false,2027-12-02 00:30:00.000,2027-12-02 15:30:00.000,15.00,Approved,1,20260224,19
585,147,147,1,2,Manual,Incomplete,false,2027-12-03 00:00:00.000,2027-12-03 12:30:00.000,12.50,Approved,1,20260324,0
247,62,62,3,2,Manual,Complete,false,2027-12-02 03:30:00.000,2027-12-02 17:30:00.000,14.00,Approved,1,20260224,3
248,62,62,4,2,Manual,Complete,false,2027-12-02 05:30:00.000,2027-12-02 18:30:00.000,13.00,Approved,1,20260224,14
245,62,62,1,2,Manual,Complete,false,2027-12-02 00:00:00.000,2027-12-02 12:30:00.000,12.50,Approved,1,20260224,15
777,195,195,1,1,Manual,Complete,false,2027-12-03 00:00:00.000,2027-12-03 17:00:00.000,17.00,Approved,1,20260324,3
778,195,195,2,1,Manual,Complete,false,2027-12-03 05:00:00.000,2027-12-04 03:00:00.000,22.00,Approved,2,20260324,36
779,195,195,4,1,Manual,Complete,false,2027-12-03 15:00:00.000,2027-12-04 11:00:00.000,20.00,Approved,1,20260324,16
780,195,195,6,1,Manual,Complete,false,2027-12-03 23:00:00.000,2028-01-03 17:00:00.000,738.00,Approved,1,20260324,23
588,147,147,4,2,Manual,Expired,false,2027-12-03 05:30:00.000,2027-12-03 18:30:00.000,13.00,Rejected,2,20260324,48
586,147,147,2,2,Manual,Expired,false,2027-12-03 00:30:00.000,2027-12-03 15:30:00.000,15.00,Approved,1,20260324,20
587,147,147,3,2,Manual,Expired,false,2027-12-03 03:30:00.000,2027-12-03 17:30:00.000,14.00,Approved,1,20260324,1
901,226,226,1,2,Manual,Complete,false,2027-12-04 00:00:00.000,2027-12-04 12:30:00.000,12.50,Approved,2,20260424,28
902,226,226,2,2,Manual,Complete,false,2027-12-04 00:30:00.000,2027-12-04 15:30:00.000,15.00,Approved,1,20260424,22
903,226,226,3,2,Manual,Complete,false,2027-12-04 03:30:00.000,2027-12-04 17:30:00.000,14.00,Approved,1,20260424,10
904,226,226,4,2,Manual,Complete,false,2027-12-04 05:30:00.000,2027-12-04 18:30:00.000,13.00,Approved,1,20260424,0
230,58,58,2,2,Manual,Complete,false,2028-01-04 00:30:00.000,2028-01-04 15:30:00.000,15.00,Approved,1,20260425,7
771,193,193,4,1,Manual,Complete,false,2028-01-01 15:00:00.000,2028-01-02 11:00:00.000,20.00,Approved,1,20260125,17
770,193,193,2,1,Manual,Complete,false,2028-01-01 05:00:00.000,2028-01-02 03:00:00.000,22.00,Approved,3,20260125,64
769,193,193,1,1,Manual,Complete,false,2028-01-01 00:00:00.000,2028-01-01 17:00:00.000,17.00,Approved,1,20260125,24
229,58,58,1,2,Manual,Complete,false,2028-01-04 00:00:00.000,2028-01-04 12:30:00.000,12.50,Approved,1,20260425,4
772,193,193,6,1,Manual,Complete,false,2028-01-01 23:00:00.000,2028-02-01 17:00:00.000,738.00,Approved,2,20260125,25
829,208,208,1,1,Manual,Complete,false,2028-01-04 00:00:00.000,2028-01-04 17:00:00.000,17.00,Approved,1,20260425,12
830,208,208,2,1,Manual,Complete,false,2028-01-04 05:00:00.000,2028-01-05 03:00:00.000,22.00,Approved,1,20260425,21
831,208,208,4,1,Manual,Complete,false,2028-01-04 15:00:00.000,2028-01-05 11:00:00.000,20.00,Approved,2,20260425,35
832,208,208,6,1,Manual,Complete,false,2028-01-04 23:00:00.000,2028-02-04 17:00:00.000,738.00,Approved,1,20260425,18
1129,283,283,1,3,Manual,Complete,false,2028-01-01 00:00:00.000,2028-01-01 17:00:00.000,17.00,Approved,1,20260125,20
232,58,58,4,2,Manual,Complete,false,2028-01-04 05:30:00.000,2028-01-04 18:30:00.000,13.00,Approved,1,20260425,18
231,58,58,3,2,Manual,Complete,false,2028-01-04 03:30:00.000,2028-01-04 17:30:00.000,14.00,Approved,2,20260425,41
673,169,169,1,2,Manual,Complete,false,2028-02-01 00:00:00.000,2028-02-01 12:30:00.000,12.50,Approved,2,20260126,32
674,169,169,2,2,Manual,Complete,false,2028-02-01 00:30:00.000,2028-02-01 15:30:00.000,15.00,Approved,1,20260126,16
675,169,169,3,2,Manual,Complete,false,2028-02-01 03:30:00.000,2028-02-01 17:30:00.000,14.00,Approved,1,20260126,10
676,169,169,4,2,Manual,Complete,false,2028-02-01 05:30:00.000,2028-02-01 18:30:00.000,13.00,Approved,1,20260126,4
69,18,18,1,1,Manual,Incomplete,false,2028-02-06 00:00:00.000,2028-02-06 17:00:00.000,17.00,Approved,1,20260626,19
200,50,50,4,2,Manual,Complete,false,2028-02-02 05:30:00.000,2028-02-02 18:30:00.000,13.00,Approved,1,20260226,20
199,50,50,3,2,Manual,Complete,false,2028-02-02 03:30:00.000,2028-02-02 17:30:00.000,14.00,Approved,1,20260226,10
198,50,50,2,2,Manual,Complete,false,2028-02-02 00:30:00.000,2028-02-02 15:30:00.000,15.00,Approved,1,20260226,20
197,50,50,1,2,Manual,Complete,false,2028-02-02 00:00:00.000,2028-02-02 12:30:00.000,12.50,Approved,1,20260226,19
72,18,18,6,1,Manual,Incomplete,false,2028-02-06 23:00:00.000,2028-03-06 17:00:00.000,690.00,Approved,1,20260626,14
70,18,18,2,1,Manual,Incomplete,false,2028-02-06 05:00:00.000,2028-02-07 03:00:00.000,22.00,Approved,1,20260626,20
71,18,18,4,1,Manual,Incomplete,false,2028-02-06 15:00:00.000,2028-02-07 11:00:00.000,20.00,Rejected,2,20260626,26
1095,274,274,4,1,Manual,Complete,false,2028-03-04 15:00:00.000,2028-03-05 11:00:00.000,20.00,Approved,1,20260427,5
1096,274,274,6,1,Manual,Complete,false,2028-03-04 23:00:00.000,2028-04-04 17:00:00.000,738.00,Approved,1,20260427,24
941,236,236,1,2,Manual,Complete,false,2028-03-02 00:00:00.000,2028-03-02 12:30:00.000,12.50,Approved,2,20260227,42
400,100,100,6,3,Manual,Complete,false,2028-03-04 23:00:00.000,2028-04-04 17:00:00.000,738.00,Approved,2,20260427,30
943,236,236,3,2,Manual,Complete,false,2028-03-02 03:30:00.000,2028-03-02 17:30:00.000,14.00,Approved,2,20260227,31
285,72,72,1,2,Manual,Incomplete,false,2028-03-06 00:00:00.000,2028-03-06 12:30:00.000,12.50,Approved,1,20260627,6
288,72,72,4,2,Manual,Incomplete,false,2028-03-06 05:30:00.000,2028-03-06 18:30:00.000,13.00,Rejected,2,20260627,32
399,100,100,4,3,Manual,Complete,false,2028-03-04 15:00:00.000,2028-03-05 11:00:00.000,20.00,Approved,1,20260427,2
398,100,100,2,3,Manual,Complete,false,2028-03-04 05:00:00.000,2028-03-05 03:00:00.000,22.00,Approved,1,20260427,19
1145,287,287,1,2,Manual,Complete,false,2026-08-05 00:00:00.000,2026-08-05 12:30:00.000,12.50,Approved,3,20260508,51
1130,283,283,2,3,Manual,Complete,false,2028-01-01 05:00:00.000,2028-01-02 03:00:00.000,22.00,Approved,2,20260125,36
1131,283,283,4,3,Manual,Complete,false,2028-01-01 15:00:00.000,2028-01-02 11:00:00.000,20.00,Approved,1,20260125,13
1132,283,283,6,3,Manual,Complete,false,2028-01-01 23:00:00.000,2028-02-01 17:00:00.000,738.00,Approved,1,20260125,6
286,72,72,2,2,Manual,Expired,false,2028-03-06 00:30:00.000,2028-03-06 15:30:00.000,15.00,Approved,1,20260627,5
944,236,236,4,2,Manual,Complete,false,2028-03-02 05:30:00.000,2028-03-02 18:30:00.000,13.00,Approved,3,20260227,61
397,100,100,1,3,Manual,Complete,false,2028-03-04 00:00:00.000,2028-03-04 17:00:00.000,17.00,Approved,1,20260427,10
1094,274,274,2,1,Manual,Complete,false,2028-03-04 05:00:00.000,2028-03-05 03:00:00.000,22.00,Approved,2,20260427,29
942,236,236,2,2,Manual,Complete,false,2028-03-02 00:30:00.000,2028-03-02 15:30:00.000,15.00,Approved,1,20260227,17
287,72,72,3,2,Manual,Incomplete,false,2028-03-06 03:30:00.000,2028-03-06 17:30:00.000,14.00,Approved,1,20260627,4
1093,274,274,1,1,Manual,Complete,false,2028-03-04 00:00:00.000,2028-03-04 17:00:00.000,17.00,Approved,1,20260427,6
1176,294,294,6,1,Manual,Complete,false,2028-04-06 23:00:00.000,2028-05-06 17:00:00.000,714.00,Approved,1,20260628,1
1175,294,294,4,1,Manual,Complete,false,2028-04-06 15:00:00.000,2028-04-07 11:00:00.000,20.00,Approved,1,20260628,16
1174,294,294,2,1,Manual,Complete,false,2028-04-06 05:00:00.000,2028-04-07 03:00:00.000,22.00,Approved,1,20260628,24
1173,294,294,1,1,Manual,Complete,false,2028-04-06 00:00:00.000,2028-04-06 17:00:00.000,17.00,Approved,1,20260628,13
1074,269,269,2,3,Manual,Complete,false,2028-05-05 05:00:00.000,2028-05-06 03:00:00.000,22.00,Approved,1,20260529,21
1073,269,269,1,3,Manual,Complete,false,2028-05-05 00:00:00.000,2028-05-05 17:00:00.000,17.00,Approved,2,20260529,41
1075,269,269,4,3,Manual,Complete,false,2028-05-05 15:00:00.000,2028-05-06 11:00:00.000,20.00,Approved,2,20260529,27
1076,269,269,6,3,Manual,Complete,false,2028-05-05 23:00:00.000,2028-06-05 17:00:00.000,738.00,Approved,2,20260529,42
940,235,235,4,2,Manual,Complete,false,2028-06-01 05:30:00.000,2028-06-01 18:30:00.000,13.00,Approved,1,20260130,7
939,235,235,3,2,Manual,Complete,false,2028-06-01 03:30:00.000,2028-06-01 17:30:00.000,14.00,Approved,1,20260130,22
938,235,235,2,2,Manual,Complete,false,2028-06-01 00:30:00.000,2028-06-01 15:30:00.000,15.00,Approved,1,20260130,10
269,68,68,1,3,Manual,Complete,false,2028-04-02 00:00:00.000,2028-04-02 17:00:00.000,17.00,Approved,1,20260228,5
937,235,235,1,2,Manual,Complete,false,2028-06-01 00:00:00.000,2028-06-01 12:30:00.000,12.50,Approved,1,20260130,6
428,107,107,4,2,Manual,Expired,false,2028-06-05 05:30:00.000,2028-06-05 18:30:00.000,13.00,Rejected,1,20260530,12
427,107,107,3,2,Manual,Incomplete,false,2028-06-05 03:30:00.000,2028-06-05 17:30:00.000,14.00,Approved,1,20260530,21
1105,277,277,1,3,Manual,Complete,false,2028-07-01 00:00:00.000,2028-07-01 17:00:00.000,17.00,Approved,1,20260131,16
1107,277,277,4,3,Manual,Complete,false,2028-07-01 15:00:00.000,2028-07-02 11:00:00.000,20.00,Approved,1,20260131,23
1106,277,277,2,3,Manual,Complete,false,2028-07-01 05:00:00.000,2028-07-02 03:00:00.000,22.00,Approved,1,20260131,2
432,108,108,6,1,Automatica,Complete,false,2028-03-06 23:00:00.000,2028-04-06 05:00:00.000,726.00,Approved,1,20260627,19
32,8,8,4,2,Manual,Complete,false,2026-06-02 05:30:00.000,2026-06-02 18:30:00.000,13.00,Approved,1,20260206,15
31,8,8,3,2,Manual,Complete,false,2026-06-02 03:30:00.000,2026-06-02 17:30:00.000,14.00,Approved,1,20260206,3
30,8,8,2,2,Manual,Complete,false,2026-06-02 00:30:00.000,2026-06-02 15:30:00.000,15.00,Rejected,2,20260206,37
54,14,14,2,3,Manual,Expired,false,2026-11-02 05:00:00.000,2026-11-03 03:00:00.000,22.00,Rejected,2,20260211,46
55,14,14,4,3,Manual,Expired,false,2026-11-02 15:00:00.000,2026-11-03 11:00:00.000,20.00,Rejected,1,20260211,20
53,14,14,1,3,Manual,Incomplete,false,2026-11-02 00:00:00.000,2026-11-02 17:00:00.000,17.00,Approved,1,20260211,18
56,14,14,6,3,Manual,Expired,false,2026-11-02 23:00:00.000,2026-12-02 17:00:00.000,714.00,Approved,1,20260211,3
745,187,187,1,2,Automatica,Suspicious,false,2026-09-01 00:00:00.000,2026-09-01 00:30:00.000,0.50,Rejected,1,20260109,13
47,12,12,4,1,Automatica,Incomplete,false,2027-01-06 15:00:00.000,2027-01-06 23:00:00.000,8.00,Rejected,1,20260613,22
45,12,12,1,1,Automatica,Expired,false,2027-01-06 00:00:00.000,2027-01-06 05:00:00.000,5.00,Approved,1,20260613,19
46,12,12,2,1,Automatica,Incomplete,false,2027-01-06 05:00:00.000,2027-01-06 15:00:00.000,10.00,Rejected,2,20260613,32
48,12,12,6,1,Automatica,Expired,false,2027-01-06 23:00:00.000,2027-02-06 05:00:00.000,726.00,Rejected,2,20260613,44
7,2,2,4,1,Automatica,Incomplete,false,2027-02-02 15:00:00.000,2027-02-02 23:00:00.000,8.00,Rejected,2,20260214,39
8,2,2,6,1,Automatica,Suspicious,false,2027-02-02 23:00:00.000,2027-03-02 05:00:00.000,654.00,Rejected,1,20260214,7
293,74,74,1,1,Automatica,Complete,false,2027-02-02 00:00:00.000,2027-02-02 05:00:00.000,5.00,Rejected,3,20260214,75
5,2,2,1,1,Automatica,Expired,false,2027-02-02 00:00:00.000,2027-02-02 05:00:00.000,5.00,Rejected,2,20260214,29
905,227,227,1,3,Automatica,Complete,false,2026-01-05 00:00:00.000,2026-01-05 05:00:00.000,5.00,Approved,1,20260501,2
906,227,227,2,3,Automatica,Complete,false,2026-01-05 05:00:00.000,2026-01-05 15:00:00.000,10.00,Approved,2,20260501,30
920,230,230,6,1,Automatica,Complete,false,2026-01-02 00:07:00.000,2026-01-02 00:09:00.000,0.03,Approved,1,20260201,17
919,230,230,4,1,Automatica,Complete,false,2026-01-02 00:04:00.000,2026-01-02 00:07:00.000,0.05,Approved,2,20260201,25
918,230,230,2,1,Automatica,Complete,false,2026-01-02 00:01:00.000,2026-01-02 00:04:00.000,0.05,Approved,2,20260201,26
907,227,227,4,3,Automatica,Complete,false,2026-01-05 15:00:00.000,2026-01-05 23:00:00.000,8.00,Approved,1,20260501,11
917,230,230,1,1,Automatica,Complete,false,2026-01-02 00:00:00.000,2026-01-02 00:01:00.000,0.02,Approved,2,20260201,43
908,227,227,6,3,Automatica,Complete,false,2026-01-05 23:00:00.000,2026-02-05 05:00:00.000,726.00,Approved,1,20260501,4
704,176,176,6,3,Automatica,Complete,false,2026-01-02 23:00:00.000,2026-02-02 05:00:00.000,726.00,Approved,1,20260201,21
703,176,176,4,3,Automatica,Complete,false,2026-01-02 15:00:00.000,2026-01-02 23:00:00.000,8.00,Approved,1,20260201,4
702,176,176,2,3,Automatica,Complete,false,2026-01-02 05:00:00.000,2026-01-02 15:00:00.000,10.00,Approved,1,20260201,7
701,176,176,1,3,Automatica,Complete,false,2026-01-02 00:00:00.000,2026-01-02 05:00:00.000,5.00,Approved,1,20260201,7
677,170,170,1,3,Automatica,Complete,false,2026-01-02 00:00:00.000,2026-01-02 05:00:00.000,5.00,Approved,1,20260201,3
391,98,98,4,1,Automatica,Complete,false,2026-01-02 15:00:00.000,2026-01-02 23:00:00.000,8.00,Approved,2,20260201,48
390,98,98,2,1,Automatica,Complete,false,2026-01-02 05:00:00.000,2026-01-02 15:00:00.000,10.00,Approved,1,20260201,4
680,170,170,6,3,Automatica,Complete,false,2026-01-02 23:00:00.000,2026-02-02 05:00:00.000,726.00,Approved,1,20260201,21
679,170,170,4,3,Automatica,Complete,false,2026-01-02 15:00:00.000,2026-01-02 23:00:00.000,8.00,Approved,3,20260201,52
678,170,170,2,3,Automatica,Complete,false,2026-01-02 05:00:00.000,2026-01-02 15:00:00.000,10.00,Approved,1,20260201,6
513,129,129,1,1,Automatica,Complete,false,2026-01-03 00:00:00.000,2026-01-03 05:00:00.000,5.00,Approved,1,20260301,21
514,129,129,2,1,Automatica,Complete,false,2026-01-03 05:00:00.000,2026-01-03 15:00:00.000,10.00,Approved,1,20260301,8
515,129,129,4,1,Automatica,Complete,false,2026-01-03 15:00:00.000,2026-01-03 23:00:00.000,8.00,Approved,1,20260301,23
516,129,129,6,1,Automatica,Complete,false,2026-01-03 23:00:00.000,2026-02-03 05:00:00.000,726.00,Approved,2,20260301,39
706,177,177,2,2,Automatica,Complete,false,2026-02-03 00:30:00.000,2026-02-03 03:30:00.000,3.00,Approved,1,20260302,2
705,177,177,1,2,Automatica,Complete,false,2026-02-03 00:00:00.000,2026-02-03 00:30:00.000,0.50,Approved,1,20260302,3
708,177,177,4,2,Automatica,Complete,false,2026-02-03 05:30:00.000,2026-02-03 06:30:00.000,1.00,Approved,1,20260302,15
707,177,177,3,2,Automatica,Complete,false,2026-02-03 03:30:00.000,2026-02-03 05:30:00.000,2.00,Approved,1,20260302,16
957,240,240,1,2,Automatica,Complete,false,2026-02-06 00:00:00.000,2026-02-06 00:30:00.000,0.50,Approved,1,20260602,12
497,125,125,1,1,Automatica,Complete,false,2026-02-05 00:00:00.000,2026-02-05 05:00:00.000,5.00,Approved,1,20260502,4
498,125,125,2,1,Automatica,Complete,false,2026-02-05 05:00:00.000,2026-02-05 15:00:00.000,10.00,Approved,1,20260502,19
1049,263,263,1,1,Automatica,Complete,false,2026-02-05 00:00:00.000,2026-02-05 05:00:00.000,5.00,Approved,1,20260502,8
1051,263,263,4,1,Automatica,Complete,false,2026-02-05 15:00:00.000,2026-02-05 23:00:00.000,8.00,Approved,2,20260502,46
1050,263,263,2,1,Automatica,Complete,false,2026-02-05 05:00:00.000,2026-02-05 15:00:00.000,10.00,Approved,1,20260502,5
499,125,125,4,1,Automatica,Complete,false,2026-02-05 15:00:00.000,2026-02-05 23:00:00.000,8.00,Approved,1,20260502,16
500,125,125,6,1,Automatica,Complete,false,2026-02-05 23:00:00.000,2026-03-05 05:00:00.000,654.00,Approved,1,20260502,13
1052,263,263,6,1,Automatica,Complete,false,2026-02-05 23:00:00.000,2026-03-05 05:00:00.000,654.00,Approved,2,20260502,30
16,4,4,6,1,Automatica,Complete,false,2026-02-04 23:00:00.000,2026-03-04 05:00:00.000,654.00,Approved,1,20260402,22
184,46,46,4,2,Automatica,Incomplete,false,2026-01-04 05:30:00.000,2026-01-04 06:30:00.000,1.00,Rejected,1,20260401,12
960,240,240,4,2,Automatica,Complete,false,2026-02-06 05:30:00.000,2026-02-06 06:30:00.000,1.00,Approved,3,20260602,63
959,240,240,3,2,Automatica,Complete,false,2026-02-06 03:30:00.000,2026-02-06 05:30:00.000,2.00,Approved,2,20260602,39
958,240,240,2,2,Automatica,Complete,false,2026-02-06 00:30:00.000,2026-02-06 03:30:00.000,3.00,Approved,1,20260602,12
15,4,4,4,1,Automatica,Complete,false,2026-02-04 15:00:00.000,2026-02-04 23:00:00.000,8.00,Approved,1,20260402,9
14,4,4,2,1,Automatica,Complete,false,2026-02-04 05:00:00.000,2026-02-04 15:00:00.000,10.00,Approved,1,20260402,9
13,4,4,1,1,Automatica,Complete,false,2026-02-04 00:00:00.000,2026-02-04 05:00:00.000,5.00,Approved,1,20260402,5
81,21,21,1,3,Automatica,Incomplete,false,2026-03-03 00:00:00.000,2026-03-03 05:00:00.000,5.00,Approved,1,20260303,10
782,196,196,2,3,Automatica,Complete,false,2026-03-04 05:00:00.000,2026-03-04 15:00:00.000,10.00,Approved,1,20260403,4
83,21,21,4,3,Automatica,Suspicious,false,2026-03-03 15:00:00.000,2026-03-03 23:00:00.000,8.00,Rejected,1,20260303,22
1028,257,257,6,1,Automatica,Complete,false,2026-03-05 23:00:00.000,2026-04-05 05:00:00.000,726.00,Approved,2,20260503,31
82,21,21,2,3,Automatica,Suspicious,false,2026-03-03 05:00:00.000,2026-03-03 15:00:00.000,10.00,Rejected,2,20260303,31
84,21,21,6,3,Automatica,Suspicious,false,2026-03-03 23:00:00.000,2026-04-03 05:00:00.000,726.00,Rejected,1,20260303,3
1027,257,257,4,1,Automatica,Complete,false,2026-03-05 15:00:00.000,2026-03-05 23:00:00.000,8.00,Approved,1,20260503,0
1026,257,257,2,1,Automatica,Complete,false,2026-03-05 05:00:00.000,2026-03-05 15:00:00.000,10.00,Approved,1,20260503,5
1025,257,257,1,1,Automatica,Complete,false,2026-03-05 00:00:00.000,2026-03-05 05:00:00.000,5.00,Approved,2,20260503,44
783,196,196,4,3,Automatica,Complete,false,2026-03-04 15:00:00.000,2026-03-04 23:00:00.000,8.00,Approved,2,20260403,45
784,196,196,6,3,Automatica,Complete,false,2026-03-04 23:00:00.000,2026-04-04 05:00:00.000,726.00,Approved,1,20260403,18
789,198,198,1,1,Automatica,Complete,false,2026-03-06 00:00:00.000,2026-03-06 00:01:00.000,0.02,Approved,1,20260603,4
929,233,233,1,3,Automatica,Incomplete,false,2026-03-05 00:00:00.000,2026-03-05 05:00:00.000,5.00,Approved,1,20260503,15
790,198,198,2,1,Automatica,Complete,false,2026-03-06 00:01:00.000,2026-03-06 00:04:00.000,0.05,Approved,1,20260603,16
97,25,25,1,3,Automatica,Complete,false,2026-03-01 00:00:00.000,2026-03-01 05:00:00.000,5.00,Approved,1,20260103,12
98,25,25,2,3,Automatica,Complete,false,2026-03-01 05:00:00.000,2026-03-01 15:00:00.000,10.00,Approved,2,20260103,30
99,25,25,4,3,Automatica,Complete,false,2026-03-01 15:00:00.000,2026-03-01 23:00:00.000,8.00,Approved,1,20260103,17
100,25,25,6,3,Automatica,Complete,false,2026-03-01 23:00:00.000,2026-04-01 05:00:00.000,726.00,Approved,2,20260103,38
791,198,198,4,1,Automatica,Complete,false,2026-03-06 00:04:00.000,2026-03-06 00:07:00.000,0.05,Approved,1,20260603,10
792,198,198,6,1,Automatica,Complete,false,2026-03-06 00:07:00.000,2026-03-06 00:09:00.000,0.03,Approved,1,20260603,16
