id_evento;numero_caso;cliente_id;etapa_id;canal_id;tipo_verificacion;estado_documentacion;aml_risk_score;fecha_inicio;fecha_fin;tiempo_horas;estado_evento;risk_id;fecha_id
556;139;139;6;3;Automatica;Complete;FALSE;07/01/2026 23:00;08/01/2026 5:00;6.0;Approved;1;20260107
555;139;139;4;3;Automatica;Complete;FALSE;07/01/2026 15:00;07/01/2026 23:00;8.0;Approved;1;20260107
554;139;139;2;3;Automatica;Complete;FALSE;07/01/2026 5:00;07/01/2026 15:00;10.0;Approved;2;20260107
553;139;139;1;3;Automatica;Complete;FALSE;07/01/2026 0:00;07/01/2026 5:00;5.0;Approved;1;20260107
544;136;136;6;3;Manual;Complete;FALSE;07/04/2026 23:00;08/04/2026 5:00;6.0;Approved;2;20260407
543;136;136;4;3;Manual;Complete;FALSE;07/04/2026 15:00;07/04/2026 23:00;8.0;Approved;2;20260407
542;136;136;2;3;Manual;Complete;FALSE;07/04/2026 5:00;07/04/2026 15:00;10.0;Approved;2;20260407
541;136;136;1;3;Manual;Complete;FALSE;07/04/2026 0:00;07/04/2026 5:00;5.0;Approved;1;20260407
396;99;99;6;3;Manual;Complete;FALSE;07/03/2026 23:00;08/03/2026 5:00;6.0;Approved;2;20260307
395;99;99;4;3;Manual;Complete;FALSE;07/03/2026 15:00;07/03/2026 23:00;8.0;Approved;2;20260307
394;99;99;2;3;Manual;Complete;FALSE;07/03/2026 5:00;07/03/2026 15:00;10.0;Approved;1;20260307
393;99;99;1;3;Manual;Complete;FALSE;07/03/2026 0:00;07/03/2026 5:00;5.0;Approved;1;20260307
74;19;19;2;3;Manual;Complete;FALSE;08/01/2026 5:00;08/01/2026 15:00;10.0;Approved;2;20260108
73;19;19;1;3;Manual;Complete;FALSE;08/01/2026 0:00;08/01/2026 5:00;5.0;Approved;1;20260108
52;13;13;4;2;Automatica;Complete;FALSE;08/01/2026 5:30;08/01/2026 6:30;1.0;Approved;2;20260108
851;213;213;3;2;Automatica;Complete;FALSE;08/03/2026 3:30;08/03/2026 5:30;2.0;Approved;1;20260308
852;213;213;4;2;Automatica;Complete;FALSE;08/03/2026 5:30;08/03/2026 6:30;1.0;Approved;1;20260308
302;76;76;2;2;Automatica;Complete;FALSE;08/04/2026 0:30;08/04/2026 3:30;3.0;Approved;1;20260408
20;5;5;4;2;Manual;Complete;FALSE;08/05/2026 5:30;08/05/2026 6:30;1.0;Approved;1;20260508
773;194;194;1;1;Automatica;Complete;FALSE;08/02/2026 0:00;08/02/2026 5:00;5.0;Approved;1;20260208
301;76;76;1;2;Automatica;Complete;FALSE;08/04/2026 0:00;08/04/2026 0:30;0.5;Approved;2;20260408
774;194;194;2;1;Automatica;Complete;FALSE;08/02/2026 5:00;08/02/2026 15:00;10.0;Approved;1;20260208
18;5;5;2;2;Manual;Complete;FALSE;08/05/2026 0:30;08/05/2026 3:30;3.0;Approved;3;20260508
51;13;13;3;2;Automatica;Complete;FALSE;08/01/2026 3:30;08/01/2026 5:30;2.0;Approved;1;20260108
304;76;76;4;2;Automatica;Complete;FALSE;08/04/2026 5:30;08/04/2026 6:30;1.0;Approved;2;20260408
1148;287;287;4;2;Manual;Complete;FALSE;08/05/2026 5:30;08/05/2026 6:30;1.0;Approved;1;20260508
1147;287;287;3;2;Manual;Complete;FALSE;08/05/2026 3:30;08/05/2026 5:30;2.0;Approved;2;20260508
1146;287;287;2;2;Manual;Complete;FALSE;08/05/2026 0:30;08/05/2026 3:30;3.0;Approved;1;20260508
849;213;213;1;2;Automatica;Complete;FALSE;08/03/2026 0:00;08/03/2026 0:30;0.5;Approved;2;20260308
850;213;213;2;2;Automatica;Complete;FALSE;08/03/2026 0:30;08/03/2026 3:30;3.0;Approved;2;20260308
19;5;5;3;2;Manual;Complete;FALSE;08/05/2026 3:30;08/05/2026 5:30;2.0;Approved;1;20260508
76;19;19;6;3;Manual;Complete;FALSE;08/01/2026 23:00;09/01/2026 5:00;6.0;Approved;1;20260108
49;13;13;1;2;Automatica;Complete;FALSE;08/01/2026 0:00;08/01/2026 0:30;0.5;Rejected;2;20260108
50;13;13;2;2;Automatica;Complete;FALSE;08/01/2026 0:30;08/01/2026 3:30;3.0;Approved;1;20260108
303;76;76;3;2;Automatica;Complete;FALSE;08/04/2026 3:30;08/04/2026 5:30;2.0;Approved;2;20260408
17;5;5;1;2;Manual;Complete;FALSE;08/05/2026 0:00;08/05/2026 0:30;0.5;Approved;1;20260508
599;150;150;4;1;Automatica;Incomplete;FALSE;02/06/2026 15:00;02/06/2026 23:00;8.0;Rejected;1;20260602
135;34;34;4;1;Manual;Complete;FALSE;04/04/2026 15:00;04/04/2026 23:00;8.0;Approved;2;20260404
136;34;34;6;1;Manual;Complete;FALSE;04/04/2026 23:00;05/04/2026 5:00;6.0;Approved;1;20260404
157;40;40;1;2;Automatica;Complete;FALSE;05/04/2026 0:00;05/04/2026 0:30;0.5;Approved;1;20260405
158;40;40;2;2;Automatica;Complete;FALSE;05/04/2026 0:30;05/04/2026 3:30;3.0;Approved;1;20260405
159;40;40;3;2;Automatica;Complete;FALSE;05/04/2026 3:30;05/04/2026 5:30;2.0;Approved;1;20260405
160;40;40;4;2;Automatica;Complete;FALSE;05/04/2026 5:30;05/04/2026 6:30;1.0;Approved;2;20260405
775;194;194;4;1;Automatica;Complete;FALSE;08/02/2026 15:00;08/02/2026 23:00;8.0;Approved;1;20260208
75;19;19;4;3;Manual;Complete;FALSE;08/01/2026 15:00;08/01/2026 23:00;8.0;Approved;1;20260108
776;194;194;6;1;Automatica;Complete;FALSE;08/02/2026 23:00;09/02/2026 5:00;6.0;Approved;2;20260208
865;217;217;1;3;Automatica;Incomplete;FALSE;09/01/2026 0:00;09/01/2026 5:00;5.0;Approved;1;20260109
866;217;217;2;3;Automatica;Expired;FALSE;09/01/2026 5:00;09/01/2026 15:00;10.0;Approved;3;20260109
747;187;187;3;2;Automatica;Expired;FALSE;09/01/2026 3:30;09/01/2026 5:30;2.0;Approved;2;20260109
746;187;187;2;2;Automatica;Expired;FALSE;09/01/2026 0:30;09/01/2026 3:30;3.0;Approved;1;20260109
821;206;206;1;3;Automatica;Complete;FALSE;09/02/2026 0:00;09/02/2026 5:00;5.0;Approved;1;20260209
378;95;95;2;3;Manual;Complete;FALSE;09/05/2026 5:00;09/05/2026 15:00;10.0;Approved;1;20260509
933;234;234;1;2;Automatica;Complete;FALSE;09/06/2026 0:00;09/06/2026 0:30;0.5;Approved;1;20260609
934;234;234;2;2;Automatica;Complete;FALSE;09/06/2026 0:30;09/06/2026 3:30;3.0;Approved;1;20260609
935;234;234;3;2;Automatica;Complete;FALSE;09/06/2026 3:30;09/06/2026 5:30;2.0;Approved;2;20260609
936;234;234;4;2;Automatica;Complete;FALSE;09/06/2026 5:30;09/06/2026 6:30;1.0;Approved;2;20260609
868;217;217;6;3;Automatica;Incomplete;FALSE;09/01/2026 23:00;10/01/2026 5:00;6.0;Approved;1;20260109
164;41;41;6;3;Automatica;Expired;FALSE;09/05/2026 23:00;10/05/2026 5:00;6.0;Approved;1;20260509
162;41;41;2;3;Automatica;Incomplete;FALSE;09/05/2026 5:00;09/05/2026 15:00;10.0;Approved;1;20260509
161;41;41;1;3;Automatica;Expired;FALSE;09/05/2026 0:00;09/05/2026 5:00;5.0;Approved;1;20260509
377;95;95;1;3;Manual;Complete;FALSE;09/05/2026 0:00;09/05/2026 5:00;5.0;Approved;2;20260509
822;206;206;2;3;Automatica;Complete;FALSE;09/02/2026 5:00;09/02/2026 15:00;10.0;Approved;1;20260209
823;206;206;4;3;Automatica;Complete;FALSE;09/02/2026 15:00;09/02/2026 23:00;8.0;Approved;2;20260209
824;206;206;6;3;Automatica;Complete;FALSE;09/02/2026 23:00;10/02/2026 5:00;6.0;Approved;1;20260209
163;41;41;4;3;Automatica;Incomplete;FALSE;09/05/2026 15:00;09/05/2026 23:00;8.0;Rejected;1;20260509
609;153;153;1;2;Manual;Complete;FALSE;09/03/2026 0:00;09/03/2026 0:30;0.5;Approved;2;20260309
610;153;153;2;2;Manual;Complete;FALSE;09/03/2026 0:30;09/03/2026 3:30;3.0;Approved;3;20260309
611;153;153;3;2;Manual;Complete;FALSE;09/03/2026 3:30;09/03/2026 5:30;2.0;Approved;1;20260309
612;153;153;4;2;Manual;Complete;FALSE;09/03/2026 5:30;09/03/2026 6:30;1.0;Approved;2;20260309
1156;289;289;6;3;Manual;Complete;FALSE;09/01/2026 23:00;10/01/2026 5:00;6.0;Approved;1;20260109
1155;289;289;4;3;Manual;Complete;FALSE;09/01/2026 15:00;09/01/2026 23:00;8.0;Approved;1;20260109
1154;289;289;2;3;Manual;Complete;FALSE;09/01/2026 5:00;09/01/2026 15:00;10.0;Approved;1;20260109
1153;289;289;1;3;Manual;Complete;FALSE;09/01/2026 0:00;09/01/2026 5:00;5.0;Approved;1;20260109
379;95;95;4;3;Manual;Complete;FALSE;09/05/2026 15:00;09/05/2026 23:00;8.0;Approved;2;20260509
380;95;95;6;3;Manual;Complete;FALSE;09/05/2026 23:00;10/05/2026 5:00;6.0;Approved;1;20260509
979;245;245;4;1;Automatica;Complete;FALSE;10/05/2026 15:00;10/05/2026 23:00;8.0;Approved;2;20260510
742;186;186;2;2;Manual;Complete;FALSE;10/06/2026 0:30;10/06/2026 3:30;3.0;Approved;1;20260610
24;6;6;6;1;Automatica;Complete;FALSE;10/06/2026 23:00;11/06/2026 5:00;6.0;Approved;2;20260610
23;6;6;4;1;Automatica;Complete;FALSE;10/06/2026 15:00;10/06/2026 23:00;8.0;Approved;1;20260610
743;186;186;3;2;Manual;Complete;FALSE;10/06/2026 3:30;10/06/2026 5:30;2.0;Approved;1;20260610
22;6;6;2;1;Automatica;Complete;FALSE;10/06/2026 5:00;10/06/2026 15:00;10.0;Approved;1;20260610
21;6;6;1;1;Automatica;Complete;FALSE;10/06/2026 0:00;10/06/2026 5:00;5.0;Approved;1;20260610
744;186;186;4;2;Manual;Complete;FALSE;10/06/2026 5:30;10/06/2026 6:30;1.0;Approved;3;20260610
761;191;191;1;3;Automatica;Complete;FALSE;10/05/2026 0:00;10/05/2026 5:00;5.0;Approved;1;20260510
762;191;191;2;3;Automatica;Complete;FALSE;10/05/2026 5:00;10/05/2026 15:00;10.0;Approved;1;20260510
763;191;191;4;3;Automatica;Complete;FALSE;10/05/2026 15:00;10/05/2026 23:00;8.0;Approved;1;20260510
764;191;191;6;3;Automatica;Complete;FALSE;10/05/2026 23:00;11/05/2026 5:00;6.0;Approved;1;20260510
456;114;114;6;3;Manual;Complete;FALSE;10/06/2026 23:00;11/06/2026 5:00;6.0;Approved;1;20260610
455;114;114;4;3;Manual;Complete;FALSE;10/06/2026 15:00;10/06/2026 23:00;8.0;Approved;1;20260610
853;214;214;1;1;Automatica;Complete;FALSE;10/04/2026 0:00;10/04/2026 0:01;0.02;Approved;1;20260410
854;214;214;2;1;Automatica;Complete;FALSE;10/04/2026 0:01;10/04/2026 0:04;0.05;Approved;2;20260410
855;214;214;4;1;Automatica;Complete;FALSE;10/04/2026 0:04;10/04/2026 0:07;0.05;Approved;2;20260410
856;214;214;6;1;Automatica;Complete;FALSE;10/04/2026 0:07;10/04/2026 0:09;0.03;Approved;2;20260410
454;114;114;2;3;Manual;Complete;FALSE;10/06/2026 5:00;10/06/2026 15:00;10.0;Approved;1;20260610
453;114;114;1;3;Manual;Complete;FALSE;10/06/2026 0:00;10/06/2026 5:00;5.0;Approved;1;20260610
805;202;202;1;1;Automatica;Expired;FALSE;10/04/2026 0:00;10/04/2026 5:00;5.0;Approved;1;20260410
808;202;202;6;1;Automatica;Incomplete;FALSE;10/04/2026 23:00;11/04/2026 5:00;6.0;Approved;1;20260410
806;202;202;2;1;Automatica;Incomplete;FALSE;10/04/2026 5:00;10/04/2026 15:00;10.0;Approved;1;20260410
925;232;232;1;1;Automatica;Complete;FALSE;10/04/2026 0:00;10/04/2026 0:01;0.02;Approved;1;20260410
926;232;232;2;1;Automatica;Complete;FALSE;10/04/2026 0:01;10/04/2026 0:04;0.05;Approved;1;20260410
927;232;232;4;1;Automatica;Complete;FALSE;10/04/2026 0:04;10/04/2026 0:07;0.05;Approved;1;20260410
928;232;232;6;1;Automatica;Complete;FALSE;10/04/2026 0:07;10/04/2026 0:09;0.03;Approved;1;20260410
977;245;245;1;1;Automatica;Complete;FALSE;10/05/2026 0:00;10/05/2026 5:00;5.0;Approved;1;20260510
978;245;245;2;1;Automatica;Complete;FALSE;10/05/2026 5:00;10/05/2026 15:00;10.0;Approved;1;20260510
992;248;248;6;1;Manual;Suspicious;FALSE;10/02/2026 23:00;11/02/2026 5:00;6.0;Approved;2;20260210
990;248;248;2;1;Manual;Incomplete;FALSE;10/02/2026 5:00;10/02/2026 15:00;10.0;Approved;1;20260210
989;248;248;1;1;Manual;Incomplete;FALSE;10/02/2026 0:00;10/02/2026 5:00;5.0;Approved;1;20260210
741;186;186;1;2;Manual;Complete;FALSE;10/06/2026 0:00;10/06/2026 0:30;0.5;Approved;1;20260610
980;245;245;6;1;Automatica;Complete;FALSE;10/05/2026 23:00;11/05/2026 5:00;6.0;Approved;2;20260510
729;183;183;1;2;Manual;Complete;FALSE;10/03/2026 0:00;10/03/2026 0:30;0.5;Approved;2;20260310
730;183;183;2;2;Manual;Complete;FALSE;10/03/2026 0:30;10/03/2026 3:30;3.0;Approved;1;20260310
731;183;183;3;2;Manual;Complete;FALSE;10/03/2026 3:30;10/03/2026 5:30;2.0;Approved;1;20260310
732;183;183;4;2;Manual;Complete;FALSE;10/03/2026 5:30;10/03/2026 6:30;1.0;Approved;2;20260310
737;185;185;1;3;Manual;Complete;FALSE;10/05/2026 0:00;10/05/2026 5:00;5.0;Approved;1;20260510
738;185;185;2;3;Manual;Complete;FALSE;10/05/2026 5:00;10/05/2026 15:00;10.0;Approved;2;20260510
739;185;185;4;3;Manual;Complete;FALSE;10/05/2026 15:00;10/05/2026 23:00;8.0;Approved;1;20260510
740;185;185;6;3;Manual;Complete;FALSE;10/05/2026 23:00;11/05/2026 5:00;6.0;Approved;2;20260510
176;44;44;6;1;Manual;Expired;FALSE;11/02/2026 23:00;12/02/2026 5:00;6.0;Approved;2;20260211
257;65;65;1;3;Automatica;Expired;FALSE;11/05/2026 0:00;11/05/2026 5:00;5.0;Approved;2;20260511
258;65;65;2;3;Automatica;Incomplete;FALSE;11/05/2026 5:00;11/05/2026 15:00;10.0;Approved;1;20260511
260;65;65;6;3;Automatica;Expired;FALSE;11/05/2026 23:00;12/05/2026 5:00;6.0;Approved;1;20260511
90;23;23;2;3;Automatica;Expired;FALSE;11/05/2026 5:00;11/05/2026 15:00;10.0;Rejected;2;20260511
89;23;23;1;3;Automatica;Incomplete;FALSE;11/05/2026 0:00;11/05/2026 5:00;5.0;Rejected;2;20260511
403;101;101;4;3;Automatica;Expired;FALSE;11/05/2026 15:00;11/05/2026 23:00;8.0;Rejected;3;20260511
91;23;23;4;3;Automatica;Expired;FALSE;11/05/2026 15:00;11/05/2026 23:00;8.0;Rejected;1;20260511
92;23;23;6;3;Automatica;Expired;FALSE;11/05/2026 23:00;12/05/2026 5:00;6.0;Approved;1;20260511
1179;295;295;3;2;Automatica;Incomplete;FALSE;11/01/2026 3:30;11/01/2026 5:30;2.0;Approved;1;20260111
896;224;224;4;2;Automatica;Complete;FALSE;11/02/2026 5:30;11/02/2026 6:30;1.0;Approved;1;20260211
895;224;224;3;2;Automatica;Complete;FALSE;11/02/2026 3:30;11/02/2026 5:30;2.0;Approved;1;20260211
894;224;224;2;2;Automatica;Complete;FALSE;11/02/2026 0:30;11/02/2026 3:30;3.0;Approved;1;20260211
893;224;224;1;2;Automatica;Complete;FALSE;11/02/2026 0:00;11/02/2026 0:30;0.5;Approved;2;20260211
460;115;115;6;3;Automatica;Complete;FALSE;11/01/2026 23:00;12/01/2026 5:00;6.0;Approved;2;20260111
459;115;115;4;3;Automatica;Complete;FALSE;11/01/2026 15:00;11/01/2026 23:00;8.0;Approved;1;20260111
458;115;115;2;3;Automatica;Complete;FALSE;11/01/2026 5:00;11/01/2026 15:00;10.0;Approved;1;20260111
457;115;115;1;3;Automatica;Complete;FALSE;11/01/2026 0:00;11/01/2026 5:00;5.0;Approved;1;20260111
1177;295;295;1;2;Automatica;Incomplete;FALSE;11/01/2026 0:00;11/01/2026 0:30;0.5;Approved;1;20260111
201;51;51;1;3;Automatica;Complete;FALSE;04/03/2026 0:00;04/03/2026 5:00;5.0;Approved;1;20260304
711;178;178;4;3;Automatica;Incomplete;FALSE;04/04/2026 15:00;04/04/2026 23:00;8.0;Rejected;1;20260404
329;83;83;1;2;Automatica;Incomplete;FALSE;05/05/2026 0:00;05/05/2026 0:30;0.5;Rejected;3;20260505
330;83;83;2;2;Automatica;Incomplete;FALSE;05/05/2026 0:30;05/05/2026 3:30;3.0;Approved;1;20260505
331;83;83;3;2;Automatica;Expired;FALSE;05/05/2026 3:30;05/05/2026 5:30;2.0;Approved;2;20260505
748;187;187;4;2;Automatica;Expired;FALSE;09/01/2026 5:30;09/01/2026 6:30;1.0;Rejected;1;20260109
1178;295;295;2;2;Automatica;Expired;FALSE;11/01/2026 0:30;11/01/2026 3:30;3.0;Approved;1;20260111
1006;252;252;2;3;Manual;Complete;FALSE;11/06/2026 5:00;11/06/2026 15:00;10.0;Approved;1;20260611
1007;252;252;4;3;Manual;Complete;FALSE;11/06/2026 15:00;11/06/2026 23:00;8.0;Approved;1;20260611
1008;252;252;6;3;Manual;Complete;FALSE;11/06/2026 23:00;12/06/2026 5:00;6.0;Approved;1;20260611
1005;252;252;1;3;Manual;Complete;FALSE;11/06/2026 0:00;11/06/2026 5:00;5.0;Approved;1;20260611
175;44;44;4;1;Manual;Incomplete;FALSE;11/02/2026 15:00;11/02/2026 23:00;8.0;Rejected;2;20260211
259;65;65;4;3;Automatica;Incomplete;FALSE;11/05/2026 15:00;11/05/2026 23:00;8.0;Rejected;1;20260511
173;44;44;1;1;Manual;Incomplete;FALSE;11/02/2026 0:00;11/02/2026 5:00;5.0;Approved;1;20260211
174;44;44;2;1;Manual;Expired;FALSE;11/02/2026 5:00;11/02/2026 15:00;10.0;Approved;1;20260211
363;91;91;3;2;Automatica;Complete;FALSE;12/01/2026 3:30;12/01/2026 5:30;2.0;Approved;1;20260112
471;118;118;4;3;Automatica;Expired;FALSE;12/04/2026 15:00;12/04/2026 23:00;8.0;Rejected;2;20260412
165;42;42;1;2;Automatica;Complete;FALSE;12/06/2026 0:00;12/06/2026 0:30;0.5;Approved;2;20260612
166;42;42;2;2;Automatica;Complete;FALSE;12/06/2026 0:30;12/06/2026 3:30;3.0;Approved;1;20260612
167;42;42;3;2;Automatica;Complete;FALSE;12/06/2026 3:30;12/06/2026 5:30;2.0;Approved;1;20260612
168;42;42;4;2;Automatica;Complete;FALSE;12/06/2026 5:30;12/06/2026 6:30;1.0;Approved;2;20260612
189;48;48;1;1;Automatica;Complete;FALSE;12/06/2026 0:00;12/06/2026 0:01;0.02;Approved;2;20260612
190;48;48;2;1;Automatica;Complete;FALSE;12/06/2026 0:01;12/06/2026 0:04;0.05;Approved;1;20260612
191;48;48;4;1;Automatica;Complete;FALSE;12/06/2026 0:04;12/06/2026 0:07;0.05;Approved;1;20260612
192;48;48;6;1;Automatica;Complete;FALSE;12/06/2026 0:07;12/06/2026 0:09;0.03;Approved;1;20260612
361;91;91;1;2;Automatica;Complete;FALSE;12/01/2026 0:00;12/01/2026 0:30;0.5;Approved;1;20260112
362;91;91;2;2;Automatica;Complete;FALSE;12/01/2026 0:30;12/01/2026 3:30;3.0;Approved;2;20260112
202;51;51;2;3;Automatica;Complete;FALSE;04/03/2026 5:00;04/03/2026 15:00;10.0;Approved;1;20260304
203;51;51;4;3;Automatica;Complete;FALSE;04/03/2026 15:00;04/03/2026 23:00;8.0;Approved;1;20260304
204;51;51;6;3;Automatica;Complete;FALSE;04/03/2026 23:00;05/03/2026 5:00;6.0;Approved;1;20260304
807;202;202;4;1;Automatica;Incomplete;FALSE;10/04/2026 15:00;10/04/2026 23:00;8.0;Rejected;3;20260410
364;91;91;4;2;Automatica;Complete;FALSE;12/01/2026 5:30;12/01/2026 6:30;1.0;Approved;1;20260112
913;229;229;1;2;Manual;Expired;FALSE;12/01/2026 0:00;12/01/2026 0:30;0.5;Approved;1;20260112
914;229;229;2;2;Manual;Expired;FALSE;12/01/2026 0:30;12/01/2026 3:30;3.0;Approved;1;20260112
915;229;229;3;2;Manual;Incomplete;FALSE;12/01/2026 3:30;12/01/2026 5:30;2.0;Approved;1;20260112
993;249;249;1;3;Automatica;Suspicious;FALSE;12/03/2026 0:00;12/03/2026 5:00;5.0;Approved;1;20260312
994;249;249;2;3;Automatica;Incomplete;FALSE;12/03/2026 5:00;12/03/2026 15:00;10.0;Approved;1;20260312
996;249;249;6;3;Automatica;Expired;FALSE;12/03/2026 23:00;13/03/2026 5:00;6.0;Approved;2;20260312
685;172;172;1;1;Automatica;Complete;FALSE;12/04/2026 0:00;12/04/2026 5:00;5.0;Approved;1;20260412
686;172;172;2;1;Automatica;Complete;FALSE;12/04/2026 5:00;12/04/2026 15:00;10.0;Approved;1;20260412
687;172;172;4;1;Automatica;Complete;FALSE;12/04/2026 15:00;12/04/2026 23:00;8.0;Approved;1;20260412
688;172;172;6;1;Automatica;Complete;FALSE;12/04/2026 23:00;13/04/2026 5:00;6.0;Approved;1;20260412
869;218;218;1;2;Automatica;Complete;FALSE;12/02/2026 0:00;12/02/2026 0:30;0.5;Approved;2;20260212
870;218;218;2;2;Automatica;Complete;FALSE;12/02/2026 0:30;12/02/2026 3:30;3.0;Approved;1;20260212
871;218;218;3;2;Automatica;Complete;FALSE;12/02/2026 3:30;12/02/2026 5:30;2.0;Approved;1;20260212
872;218;218;4;2;Automatica;Complete;FALSE;12/02/2026 5:30;12/02/2026 6:30;1.0;Approved;1;20260212
909;228;228;1;2;Automatica;Complete;FALSE;12/06/2026 0:00;12/06/2026 0:30;0.5;Approved;2;20260612
910;228;228;2;2;Automatica;Complete;FALSE;12/06/2026 0:30;12/06/2026 3:30;3.0;Approved;1;20260612
911;228;228;3;2;Automatica;Complete;FALSE;12/06/2026 3:30;12/06/2026 5:30;2.0;Approved;1;20260612
912;228;228;4;2;Automatica;Complete;FALSE;12/06/2026 5:30;12/06/2026 6:30;1.0;Approved;1;20260612
965;242;242;1;2;Automatica;Complete;FALSE;12/02/2026 0:00;12/02/2026 0:30;0.5;Approved;1;20260212
966;242;242;2;2;Automatica;Complete;FALSE;12/02/2026 0:30;12/02/2026 3:30;3.0;Approved;2;20260212
967;242;242;3;2;Automatica;Complete;FALSE;12/02/2026 3:30;12/02/2026 5:30;2.0;Approved;1;20260212
968;242;242;4;2;Automatica;Complete;FALSE;12/02/2026 5:30;12/02/2026 6:30;1.0;Approved;1;20260212
838;210;210;2;1;Automatica;Complete;FALSE;13/06/2026 0:01;13/06/2026 0:04;0.05;Approved;1;20260613
837;210;210;1;1;Automatica;Complete;FALSE;13/06/2026 0:00;13/06/2026 0:01;0.02;Approved;2;20260613
836;209;209;6;3;Manual;Complete;FALSE;13/05/2026 23:00;14/05/2026 5:00;6.0;Approved;1;20260513
835;209;209;4;3;Manual;Complete;FALSE;13/05/2026 15:00;13/05/2026 23:00;8.0;Approved;1;20260513
834;209;209;2;3;Manual;Complete;FALSE;13/05/2026 5:00;13/05/2026 15:00;10.0;Approved;1;20260513
833;209;209;1;3;Manual;Complete;FALSE;13/05/2026 0:00;13/05/2026 5:00;5.0;Approved;2;20260513
80;20;20;6;3;Automatica;Complete;FALSE;13/02/2026 23:00;14/02/2026 5:00;6.0;Approved;1;20260213
106;27;27;2;2;Automatica;Complete;FALSE;13/03/2026 0:30;13/03/2026 3:30;3.0;Approved;1;20260313
107;27;27;3;2;Automatica;Complete;FALSE;13/03/2026 3:30;13/03/2026 5:30;2.0;Approved;1;20260313
108;27;27;4;2;Automatica;Complete;FALSE;13/03/2026 5:30;13/03/2026 6:30;1.0;Approved;1;20260313
759;190;190;4;1;Automatica;Incomplete;FALSE;13/04/2026 15:00;13/04/2026 23:00;8.0;Rejected;1;20260413
1171;293;293;3;2;Automatica;Suspicious;FALSE;13/05/2026 3:30;13/05/2026 5:30;2.0;Approved;1;20260513
1170;293;293;2;2;Automatica;Suspicious;FALSE;13/05/2026 0:30;13/05/2026 3:30;3.0;Approved;1;20260513
105;27;27;1;2;Automatica;Complete;FALSE;13/03/2026 0:00;13/03/2026 0:30;0.5;Rejected;3;20260313
77;20;20;1;3;Automatica;Complete;FALSE;13/02/2026 0:00;13/02/2026 5:00;5.0;Approved;1;20260213
757;190;190;1;1;Automatica;Expired;FALSE;13/04/2026 0:00;13/04/2026 5:00;5.0;Approved;1;20260413
1169;293;293;1;2;Automatica;Incomplete;FALSE;13/05/2026 0:00;13/05/2026 0:30;0.5;Approved;1;20260513
78;20;20;2;3;Automatica;Complete;FALSE;13/02/2026 5:00;13/02/2026 15:00;10.0;Approved;1;20260213
79;20;20;4;3;Automatica;Complete;FALSE;13/02/2026 15:00;13/02/2026 23:00;8.0;Approved;1;20260213
840;210;210;6;1;Automatica;Complete;FALSE;13/06/2026 0:07;13/06/2026 0:09;0.03;Approved;2;20260613
758;190;190;2;1;Automatica;Incomplete;FALSE;13/04/2026 5:00;13/04/2026 15:00;10.0;Approved;2;20260413
760;190;190;6;1;Automatica;Incomplete;FALSE;13/04/2026 23:00;14/04/2026 5:00;6.0;Approved;2;20260413
839;210;210;4;1;Automatica;Complete;FALSE;13/06/2026 0:04;13/06/2026 0:07;0.05;Approved;1;20260613
144;36;36;4;2;Automatica;Complete;FALSE;14/06/2026 5:30;14/06/2026 6:30;1.0;Approved;2;20260614
728;182;182;4;2;Automatica;Complete;FALSE;14/02/2026 5:30;14/02/2026 6:30;1.0;Approved;1;20260214
727;182;182;3;2;Automatica;Complete;FALSE;14/02/2026 3:30;14/02/2026 5:30;2.0;Approved;2;20260214
726;182;182;2;2;Automatica;Complete;FALSE;14/02/2026 0:30;14/02/2026 3:30;3.0;Approved;1;20260214
725;182;182;1;2;Automatica;Complete;FALSE;14/02/2026 0:00;14/02/2026 0:30;0.5;Approved;2;20260214
373;94;94;1;1;Automatica;Complete;FALSE;14/04/2026 0:00;14/04/2026 5:00;5.0;Approved;1;20260414
374;94;94;2;1;Automatica;Complete;FALSE;14/04/2026 5:00;14/04/2026 15:00;10.0;Approved;2;20260414
375;94;94;4;1;Automatica;Complete;FALSE;14/04/2026 15:00;14/04/2026 23:00;8.0;Approved;1;20260414
1084;271;271;6;1;Manual;Incomplete;FALSE;14/01/2026 23:00;15/01/2026 5:00;6.0;Approved;1;20260114
1082;271;271;2;1;Manual;Expired;FALSE;14/01/2026 5:00;14/01/2026 15:00;10.0;Approved;3;20260114
221;56;56;1;1;Automatica;Complete;FALSE;01/02/2026 0:00;01/02/2026 5:00;5.0;Approved;2;20260201
222;56;56;2;1;Automatica;Complete;FALSE;01/02/2026 5:00;01/02/2026 15:00;10.0;Approved;2;20260201
217;55;55;1;3;Manual;Complete;FALSE;06/01/2026 0:00;06/01/2026 5:00;5.0;Approved;2;20260106
219;55;55;4;3;Manual;Complete;FALSE;06/01/2026 15:00;06/01/2026 23:00;8.0;Approved;1;20260106
218;55;55;2;3;Manual;Complete;FALSE;06/01/2026 5:00;06/01/2026 15:00;10.0;Approved;2;20260106
220;55;55;6;3;Manual;Complete;FALSE;06/01/2026 23:00;07/01/2026 5:00;6.0;Approved;2;20260106
867;217;217;4;3;Automatica;Incomplete;FALSE;09/01/2026 15:00;09/01/2026 23:00;8.0;Rejected;2;20260109
402;101;101;2;3;Automatica;Expired;FALSE;11/05/2026 5:00;11/05/2026 15:00;10.0;Approved;1;20260511
